estimand,level,unit,estimate,lower,upper,sex,age_band
low_income_household_share,county,0,0.3725730413256305,0.17990692074181486,0.5652391619094461,,
low_income_household_share,county,1,0.34280601188049936,0.15986048351996748,0.5257515402410312,,
low_income_household_share,county,2,0.3512523412607802,0.2022123387355349,0.5002923437860255,,
low_income_household_share,county,3,0.4353780057827947,0.21976431602400018,0.6509916955415892,,
low_income_household_share,county,4,0.35809658811146017,0.19256260013918905,0.5236305760837313,,
low_income_household_share,county,5,0.4547752751406082,0.20080390263777337,0.7087466476434431,,
low_income_household_share,county,6,0.34608742418815247,0.1820965733859537,0.5100782749903512,,
low_income_household_share,county,7,0.34530215316010465,0.19683793517087764,0.49376637114933164,,
low_income_household_share,county,8,0.3569584461333769,0.17284680234647565,0.5410700899202782,,
low_income_household_share,county,9,0.3309755907135425,0.1838672315862674,0.4780839498408176,,
low_income_household_share,county,10,0.4487612739721147,0.25106855172489767,0.6464539962193316,,
low_income_household_share,county,11,0.31749521459165797,0.13654151260970426,0.4984489165736117,,
low_income_household_share,county,12,0.42607194928580905,0.2299525337941481,0.62219136477747,,
low_income_household_share,county,13,0.33697359721234166,0.18930289050021937,0.48464430392446395,,
low_income_household_share,county,14,0.3348080290563754,0.18734124462348467,0.48227481348926615,,
low_income_household_share,county,15,0.3852545559068366,0.19180356736019297,0.5787055444534802,,
low_income_household_share,county,16,0.3796386061111584,0.17321560827887,0.5860616039434468,,
low_income_household_share,nation,0,0.36666822790543757,0.2844572454272701,0.44887921038360507,,
low_income_household_share,state,0,0.39609833388930776,0.23505385527426215,0.5571428125043534,,
low_income_household_share,state,1,0.3351068723678626,0.1856215540476578,0.48459219068806736,,
low_income_household_share,state,2,0.3399146092255443,0.22366811842199485,0.4561611000290937,,
low_income_household_share,state,3,0.3941184000132472,0.2117379368741048,0.5764988631523896,,
low_income_household_share,state,4,0.3518056164574604,0.2164100562860426,0.4872011766288782,,
low_income_household_share,state,5,0.4547752751406082,0.21923758739685553,0.690312962884361,,
mean_income_adults,county,0,37001.18392298756,20950.773994405812,53051.59385156931,,
mean_income_adults,county,1,35068.39812298417,24575.224399467,45561.571846501334,,
mean_income_adults,county,2,29517.036274091446,19897.908231999667,39136.164316183225,,
mean_income_adults,county,3,27640.867894321058,10216.954096561767,45064.781692080345,,
mean_income_adults,county,4,32396.853856896512,20970.023659886534,43823.68405390649,,
mean_income_adults,county,5,32614.273463792986,12144.335296848833,53084.21163073714,,
mean_income_adults,county,6,34155.16286362467,22168.984913540095,46141.34081370924,,
mean_income_adults,county,7,30075.10395164611,20300.800508517852,39849.40739477437,,
mean_income_adults,county,8,34931.2485436566,24476.558377243906,45385.93871006929,,
mean_income_adults,county,9,36412.58166708923,24875.414987836426,47949.748346342036,,
mean_income_adults,county,10,33436.77782134514,18394.058928415736,48479.496714274545,,
mean_income_adults,county,11,35948.29476406891,25208.225987725185,46688.36354041263,,
mean_income_adults,county,12,36108.96664691262,20324.838415256898,51893.094878568336,,
mean_income_adults,county,13,31408.280874165855,21263.27639973783,41553.28534859388,,
mean_income_adults,county,14,32203.716697990203,21837.534617466845,42569.89877851356,,
mean_income_adults,county,15,36016.95243219526,20232.167804736637,51801.73705965389,,
mean_income_adults,county,16,35401.23900515944,15614.001185440851,55188.47682487803,,
mean_income_adults,nation,0,34360.04425845306,26207.00959994553,42513.07891696059,,
mean_income_adults,state,0,36092.51238650201,22244.56032250289,49940.464450501124,,
mean_income_adults,state,1,35388.84723015461,26691.177413017336,44086.51704729189,,
mean_income_adults,state,2,32082.94435946513,23478.21693054648,40687.671788383785,,
mean_income_adults,state,3,33385.2758812178,15764.034645875377,51006.51711656022,,
mean_income_adults,state,4,33317.939803506924,23125.18304162712,43510.69656538673,,
mean_income_adults,state,5,32614.273463792986,13218.350707625435,52010.19621996053,,
median_household_income,county,0,35063.53763439495,11782.978258218864,58344.09701057103,,
median_household_income,county,1,34071.26764749373,15782.496974224938,52360.03832076253,,
median_household_income,county,2,26877.37479658466,15228.011405038844,38526.738188130475,,
median_household_income,county,3,26074.455610888825,8381.318022559932,43767.59319921772,,
median_household_income,county,4,36169.5682700032,24309.72008063965,48029.416459366745,,
median_household_income,county,5,20695.340035371755,8516.407026270595,32874.27304447292,,
median_household_income,county,6,39664.32665377097,26673.826263771683,52654.82704377026,,
median_household_income,county,7,25659.547227117037,14475.297219799286,36843.79723443479,,
median_household_income,county,8,32714.290384598142,14887.642319924293,50540.93844927199,,
median_household_income,county,9,33135.95865039032,19517.469737133186,46754.44756364745,,
median_household_income,county,10,25567.657425771602,5771.972529848379,45363.34232169483,,
median_household_income,county,11,38875.183076197514,18950.424836972783,58799.94131542224,,
median_household_income,county,12,30111.657242809993,8659.79571103225,51563.518774587734,,
median_household_income,county,13,28244.380525578323,16135.91860232442,40352.84244883223,,
median_household_income,county,14,29153.191931505688,16740.319727844377,41566.064135167,,
median_household_income,county,15,34814.5368986945,11648.59092129107,57980.482876097936,,
median_household_income,county,16,36319.22844589119,14355.651297058692,58282.805594723686,,
median_household_income,nation,0,33031.345669138595,23598.381277145985,42464.310061131204,,
median_household_income,state,0,33728.504124136576,12281.689059421515,55175.31918885164,,
median_household_income,state,1,35491.53423936093,18222.685953312,52760.38252540986,,
median_household_income,state,2,28574.932933808046,17721.19541140892,39428.67045620717,,
median_household_income,state,3,33131.76741761865,13617.75671796002,52645.77811727728,,
median_household_income,state,4,37468.44963706227,26872.286864376216,48064.612409748326,,
median_household_income,state,5,20695.340035371755,9108.158419577216,32282.521651166295,,
tertiary_share_25_plus,county,0,0.545358890371591,0.5206098798883911,0.5701079008547909,,
tertiary_share_25_plus,county,1,0.49102501723397085,0.46631224761694295,0.5157377868509988,,
tertiary_share_25_plus,county,2,0.42834140274307914,0.3993450155711265,0.45733778991503177,,
tertiary_share_25_plus,county,3,0.43601347457662737,0.4032455945357599,0.4687813546174948,,
tertiary_share_25_plus,county,4,0.42869809373185574,0.4011777445442678,0.4562184429194437,,
tertiary_share_25_plus,county,5,0.40321957405983044,0.37123911551089694,0.43520003260876394,,
tertiary_share_25_plus,county,6,0.4435334892396534,0.4162054669166398,0.47086151156266703,,
tertiary_share_25_plus,county,7,0.45019201753204474,0.4171438962014892,0.4832401388626003,,
tertiary_share_25_plus,county,8,0.4411682239276566,0.4089796871926731,0.4733567606626401,,
tertiary_share_25_plus,county,9,0.47688046519429705,0.4472663363241935,0.5064945940644007,,
tertiary_share_25_plus,county,10,0.42308638930207015,0.39106088326949606,0.45511189533464425,,
tertiary_share_25_plus,county,11,0.44565996879411685,0.4206410981421384,0.4706788394460953,,
tertiary_share_25_plus,county,12,0.4489646899899126,0.420132996917438,0.47779638306238725,,
tertiary_share_25_plus,county,13,0.43649438234272686,0.4051674650339031,0.4678212996515506,,
tertiary_share_25_plus,county,14,0.4187428071306014,0.38712031508907185,0.450365299172131,,
tertiary_share_25_plus,county,15,0.47402890791841107,0.4479244895476284,0.5001333262891937,,
tertiary_share_25_plus,county,16,0.4677897938948203,0.4424311306990885,0.49314845709055205,,
tertiary_share_25_plus,nation,0,0.4624762854298548,0.4419070708403313,0.4830455000193783,,
tertiary_share_25_plus,state,0,0.4907352926228692,0.46876139903934977,0.5127091862063886,,
tertiary_share_25_plus,state,1,0.46603295953121515,0.44382247282618636,0.48824344623624394,,
tertiary_share_25_plus,state,2,0.44333130924249314,0.4207710657359813,0.465891552749005,,
tertiary_share_25_plus,state,3,0.45953504846510707,0.43547735667742615,0.483592740252788,,
tertiary_share_25_plus,state,4,0.43646958000779007,0.4124681302054826,0.4604710298100975,,
tertiary_share_25_plus,state,5,0.40321957405983044,0.37123911551089694,0.43520003260876394,,
person_years_exposure,county,0,3832.15325906992,3425.578621237242,4194.9535267829815,male,0-17
person_years_exposure,county,0,5426.9408842531975,4859.814908541528,5936.66189247374,male,18-44
person_years_exposure,county,0,4390.756000598316,3931.5417475709683,4813.532490524096,male,45-64
person_years_exposure,county,0,1169.4483353891221,1010.6607824558749,1304.587745433819,male,65-74
person_years_exposure,county,0,410.7330869032584,306.35077682965573,492.7292524791797,male,75-84
person_years_exposure,county,0,54.53018594001369,29.515067792072045,76.87597053860576,male,85+
person_years_exposure,county,0,9817.696884851513,8790.860457788722,10750.094072012558,male,18-64
person_years_exposure,county,0,1634.7116082323944,1368.2445516549867,1854.3066911721187,male,65+
mortality_rate,county,0,0.0012530182087929875,0.00022892991950430568,0.0030563014281008,male,0-17
mortality_rate,county,0,0.0015853343178961,0.00036107551710669555,0.0035493621522900386,male,18-44
mortality_rate,county,0,0.009318116108746381,0.0030759518721035655,0.019521995280012618,male,45-64
mortality_rate,county,0,0.03765037632834901,0.012695989907962009,0.08275848723645292,male,65-74
mortality_rate,county,0,0.09768184251609001,0.03391296429270034,0.23015380258804183,male,75-84
mortality_rate,county,0,0.15163407116159702,0.04369862939863579,0.42085046538663323,male,85+
qualifying_event_rate,county,0,0.0144293316102056,0.008283613799736335,0.02252676753117979,male,0-17
qualifying_event_rate,county,0,0.01827327233980853,0.011047118894784927,0.02759827660384158,male,18-44
qualifying_event_rate,county,0,0.026741862260508193,0.01638633811121152,0.040415441035720985,male,45-64
qualifying_event_rate,county,0,0.03925995937856873,0.022645390631506664,0.060466340199006825,male,65-74
qualifying_event_rate,county,0,0.04556087941798182,0.023961531306361975,0.07466317977212222,male,75-84
qualifying_event_rate,county,0,0.021268928694412714,0.0,0.060421668241494655,male,85+
person_years_exposure,county,0,3693.202658050123,3310.1029557753845,4038.7582880268405,female,0-17
