estimand,level,unit,estimate,lower,upper,sex,age_band
low_income_household_share,county,0,0.31981187921511467,0.16826708408204405,0.4713566743481853,,
low_income_household_share,county,1,0.3672101437291628,0.23703540868314643,0.4973848787751791,,
low_income_household_share,county,2,0.3494077100752089,0.07819395396971862,0.6206214661806991,,
low_income_household_share,county,3,0.3342054037793396,0.13279909770938472,0.5356117098492945,,
low_income_household_share,county,4,0.3337557865494258,0.17175328254455874,0.4957582905542928,,
low_income_household_share,county,5,0.2365225354016449,0.09149493921344862,0.3815501315898412,,
low_income_household_share,county,6,0.3605626312808073,0.2068188866338102,0.5143063759278044,,
low_income_household_share,county,7,0.370355719762897,0.2399570909637318,0.5007543485620622,,
low_income_household_share,county,8,0.34279345987936893,0.19003627831925748,0.49555064143948035,,
low_income_household_share,county,9,0.35665194919563203,0.19200698718805084,0.5212969112032132,,
low_income_household_share,county,10,0.2812402094670997,0.018364769242093182,0.5441156496921062,,
low_income_household_share,county,11,0.3422807419112283,0.0719973752000187,0.6125641086224379,,
low_income_household_share,county,12,0.32266053030118835,0.1709694179190195,0.47435164268335717,,
low_income_household_share,county,13,0.29867384765140775,0.14422741817273774,0.45312027713007774,,
low_income_household_share,county,14,0.2676444413789008,0.11809277517735262,0.417196107580449,,
low_income_household_share,county,15,0.29387587344794,0.14020968723348495,0.447542059662395,,
low_income_household_share,county,16,0.38487830658152955,0.2534264996670216,0.5163301134960375,,
low_income_household_share,nation,0,0.3357716440041416,0.2587844705662499,0.4127588174420333,,
low_income_household_share,state,0,0.3411350797198133,0.22310183004040418,0.45916832939922236,,
low_income_household_share,state,1,0.36967718602619115,0.27221504626315096,0.46713932578923134,,
low_income_household_share,state,2,0.33839563620894236,0.0982142276101109,0.5785770448077738,,
low_income_household_share,state,3,0.3342054037793396,0.15541370361284845,0.5129971039458308,,
low_income_household_share,state,4,0.3451536352296277,0.21210984693344392,0.4781974235258115,,
low_income_household_share,state,5,0.2697707922452055,0.14994520340998857,0.38959638108042244,,
mean_income_adults,county,0,32636.272352231423,22761.61275777871,42510.93194668414,,
mean_income_adults,county,1,25577.53983128175,16620.647276116266,34534.43238644723,,
