estimand,level,unit,sex,age_band,estimate,lower,upper
children_under_16,county,0,,,1712.9999999999998,1695.8699999999997,1730.1299999999999
children_under_16,county,1,,,1446.0,1431.54,1460.46
children_under_16,county,2,,,1474.0,1459.26,1488.74
children_under_16,county,3,,,312.0,308.88,315.12
children_under_16,county,4,,,2256.0,2233.44,2278.56
children_under_16,county,5,,,641.0,634.59,647.41
children_under_16,county,6,,,657.0,650.43,663.57
children_under_16,county,7,,,567.0,561.33,572.67
children_under_16,county,8,,,180.0,178.2,181.8
children_under_16,county,9,,,364.0,360.36,367.64
children_under_16,county,10,,,759.0,751.41,766.59
children_under_16,county,11,,,571.0,565.29,576.71
children_under_16,county,12,,,347.0,343.53,350.47
children_under_16,county,13,,,676.0,669.24,682.76
children_under_16,county,14,,,196.0,194.04,197.96
children_under_16,county,15,,,356.0,352.44,359.56
children_under_16,county,16,,,230.0,227.7,232.3
children_under_16,county,17,,,621.0,614.79,627.21
children_under_16,nation,0,,,13366.0,13232.34,13499.66
children_under_16,state,0,,,1712.9999999999998,1695.8699999999997,1730.1299999999999
children_under_16,state,1,,,3592.0,3556.08,3627.92
children_under_16,state,2,,,3003.0,2972.97,3033.03
children_under_16,state,3,,,969.0,959.31,978.69
children_under_16,state,4,,,2256.0,2233.44,2278.56
children_under_16,state,5,,,1833.0,1814.67,1851.33
elders_65_plus,county,0,,,554.0,548.46,559.54
elders_65_plus,county,1,,,538.0,532.62,543.38
elders_65_plus,county,2,,,568.0,562.32,573.68
elders_65_plus,county,3,,,133.0,131.67,134.33
elders_65_plus,county,4,,,793.0,785.07,800.93
elders_65_plus,county,5,,,307.0,303.93,310.07
elders_65_plus,county,6,,,286.0,283.14,288.86
elders_65_plus,county,7,,,254.00000000000003,251.46000000000004,256.54
elders_65_plus,county,8,,,136.0,134.64,137.36
elders_65_plus,county,9,,,154.0,152.46,155.54
elders_65_plus,county,10,,,200.00000000000003,198.00000000000003,202.00000000000003
elders_65_plus,county,11,,,201.0,198.99,203.01
elders_65_plus,county,12,,,162.0,160.38,163.62
elders_65_plus,county,13,,,212.0,209.88,214.12
elders_65_plus,county,14,,,80.0,79.2,80.8
elders_65_plus,county,15,,,137.0,135.63,138.37
elders_65_plus,county,16,,,91.00000000000001,90.09000000000002,91.91000000000001
elders_65_plus,county,17,,,232.0,229.68,234.32
elders_65_plus,nation,0,,,5038.0,4987.62,5088.38
elders_65_plus,state,0,,,554.0,548.46,559.54
elders_65_plus,state,1,,,1266.0,1253.34,1278.66
elders_65_plus,state,2,,,1266.0,1253.34,1278.66
elders_65_plus,state,3,,,419.0,414.81,423.19
elders_65_plus,state,4,,,793.0,785.07,800.93
elders_65_plus,state,5,,,740.0,732.6,747.4
households,county,0,,,3328.0,3294.72,3361.28
households,county,1,,,2772.0,2744.28,2799.72
households,county,2,,,3071.0,3040.29,3101.71
households,county,3,,,789.0,781.11,796.89
households,county,4,,,4748.0,4700.52,4795.48
households,county,5,,,1348.0,1334.52,1361.48
households,county,6,,,1583.0,1567.17,1598.83
households,county,7,,,1329.0,1315.71,1342.29
households,county,8,,,635.0,628.65,641.35
households,county,9,,,879.0,870.21,887.79
households,county,10,,,1584.0,1568.16,1599.84
households,county,11,,,1338.0,1324.62,1351.38
households,county,12,,,889.0,880.11,897.89
households,county,13,,,1381.0,1367.19,1394.81
households,county,14,,,575.0,569.25,580.75
households,county,15,,,858.0,849.42,866.58
households,county,16,,,599.0,593.01,604.99
households,county,17,,,1465.0,1450.35,1479.65
households,nation,0,,,29171.0,28879.29,29462.71
households,state,0,,,3328.0,3294.72,3361.28
households,state,1,,,7505.0,7429.95,7580.05
households,state,2,,,7067.0,6996.33,7137.67
households,state,3,,,2372.0,2348.28,2395.72
households,state,4,,,4748.0,4700.52,4795.48
households,state,5,,,4151.0,4109.49,4192.51
low_income_household_share,county,0,,,0.0005370614865463592,0.0,0.010537061486546359
low_income_household_share,county,1,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,county,2,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,3,,,0.0008213461821461712,0.0,0.010821346182146172
low_income_household_share,county,4,,,0.0006425313819371527,0.0,0.010642531381937152
low_income_household_share,county,5,,,0.0008457039923510202,0.0,0.01084570399235102
low_income_household_share,county,6,,,0.0008213461821461712,0.0,0.010821346182146172
low_income_household_share,county,7,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,8,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,9,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,county,10,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,county,11,,,0.0008457039923510202,0.0,0.01084570399235102
low_income_household_share,county,12,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,county,13,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,county,14,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,15,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,16,,,0.0007154935839354057,0.0,0.010715493583935407
low_income_household_share,county,17,,,0.0008457039923510202,0.0,0.01084570399235102
low_income_household_share,nation,0,,,0.0007329131164003415,0.0,0.010732913116400341
low_income_household_share,state,0,,,0.0005370614865463592,0.0,0.010537061486546359
low_income_household_share,state,1,,,0.0008144471907677193,0.0,0.010814447190767719
low_income_household_share,state,2,,,0.0007154935839354058,0.0,0.010715493583935407
low_income_household_share,state,3,,,0.0008213461821461712,0.0,0.010821346182146172
low_income_household_share,state,4,,,0.0006425313819371527,0.0,0.010642531381937152
low_income_household_share,state,5,,,0.0008457039923510202,0.0,0.01084570399235102
mean_income_adults,county,0,,,52.712021012762186,52.184900802634566,53.239141222889806
mean_income_adults,county,1,,,43.40609402673673,42.97203308646937,43.840154967004096
mean_income_adults,county,2,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,3,,,43.558826818948695,43.12323855075921,43.99441508713818
mean_income_adults,county,4,,,55.874749711082245,55.31600221397142,56.43349720819307
mean_income_adults,county,5,,,42.38995181675311,41.96605229858558,42.81385133492064
mean_income_adults,county,6,,,43.558826818948695,43.12323855075921,43.99441508713818
mean_income_adults,county,7,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,8,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,9,,,43.40609402673673,42.97203308646937,43.840154967004096
mean_income_adults,county,10,,,43.40609402673673,42.97203308646937,43.840154967004096
mean_income_adults,county,11,,,42.38995181675311,41.96605229858558,42.81385133492064
mean_income_adults,county,12,,,43.40609402673673,42.97203308646937,43.840154967004096
mean_income_adults,county,13,,,43.40609402673673,42.97203308646937,43.840154967004096
mean_income_adults,county,14,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,15,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,16,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,county,17,,,42.38995181675311,41.96605229858558,42.81385133492064
mean_income_adults,nation,0,,,47.25524042159969,46.78268801738369,47.72779282581568
mean_income_adults,state,0,,,52.712021012762186,52.184900802634566,53.239141222889806
mean_income_adults,state,1,,,43.406094026736724,42.97203308646936,43.84015496700409
mean_income_adults,state,2,,,46.48588634995921,46.021027486459616,46.9507452134588
mean_income_adults,state,3,,,43.558826818948695,43.12323855075921,43.99441508713818
mean_income_adults,state,4,,,55.874749711082245,55.31600221397142,56.43349720819307
mean_income_adults,state,5,,,42.38995181675311,41.96605229858558,42.81385133492064
median_household_income,county,0,,,87.79091389728795,86.91300475831507,88.66882303626083
median_household_income,county,1,,,57.686006110512004,57.10914604940688,58.26286617161713
median_household_income,county,2,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,3,,,53.25437913575695,52.72183534439938,53.78692292711452
median_household_income,county,4,,,80.16683054178498,79.36516223636713,80.96849884720282
median_household_income,county,5,,,53.024879381376365,52.494630587562604,53.55512817519013
median_household_income,county,6,,,53.25437913575695,52.72183534439938,53.78692292711452
median_household_income,county,7,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,8,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,9,,,57.686006110512004,57.10914604940688,58.26286617161713
median_household_income,county,10,,,57.686006110512004,57.10914604940688,58.26286617161713
median_household_income,county,11,,,53.024879381376365,52.494630587562604,53.55512817519013
median_household_income,county,12,,,57.686006110512004,57.10914604940688,58.26286617161713
median_household_income,county,13,,,57.686006110512004,57.10914604940688,58.26286617161713
median_household_income,county,14,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,15,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,16,,,55.321513498461606,54.76829836347699,55.874728633446225
median_household_income,county,17,,,53.024879381376365,52.494630587562604,53.55512817519013
median_household_income,nation,0,,,25683.96,25427.1204,25940.7996
median_household_income,state,0,,,37013.76,36643.6224,37383.897600000004
median_household_income,state,1,,,24321.15,24077.9385,24564.361500000003
median_household_income,state,2,,,23324.25,23091.0075,23557.4925
median_household_income,state,3,,,22452.72,22228.1928,22677.2472
median_household_income,state,4,,,33799.35,33461.3565,34137.343499999995
median_household_income,state,5,,,22355.96,22132.4004,22579.5196
persons,county,0,,,6577.0,6511.23,6642.77
persons,county,1,,,5541.0,5485.59,5596.41
persons,county,2,,,5815.0,5756.85,5873.15
persons,county,3,,,1274.0,1261.26,1286.74
persons,county,4,,,8976.0,8886.24,9065.76
persons,county,5,,,2555.0,2529.45,2580.55
persons,county,6,,,2691.0,2664.09,2717.91
persons,county,7,,,2339.0,2315.61,2362.39
persons,county,8,,,884.0000000000001,875.1600000000001,892.8400000000001
persons,county,9,,,1471.0,1456.29,1485.71
persons,county,10,,,2857.0,2828.43,2885.57
persons,county,11,,,2280.0,2257.2,2302.8
persons,county,12,,,1531.0,1515.69,1546.31
persons,county,13,,,2556.0,2530.44,2581.56
persons,county,14,,,821.0,812.79,829.21
persons,county,15,,,1404.0,1389.96,1418.04
persons,county,16,,,924.0,914.76,933.24
persons,county,17,,,2463.0,2438.37,2487.63
persons,nation,0,,,52959.0,52429.41,53488.59
persons,state,0,,,6577.0,6511.23,6642.77
persons,state,1,,,13956.0,13816.44,14095.56
persons,state,2,,,12187.0,12065.13,12308.87
persons,state,3,,,3965.0,3925.35,4004.65
persons,state,4,,,8976.0,8886.24,9065.76
persons,state,5,,,7298.0,7225.02,7370.98
tertiary_share_25_plus,county,0,,,0.4472015439757375,0.4372015439757375,0.45720154397573753
tertiary_share_25_plus,county,1,,,0.3859591298615689,0.3759591298615689,0.3959591298615689
tertiary_share_25_plus,county,2,,,0.40478299379982285,0.39478299379982285,0.41478299379982286
tertiary_share_25_plus,county,3,,,0.3355263157894737,0.32552631578947366,0.3455263157894737
tertiary_share_25_plus,county,4,,,0.39925882582406863,0.3892588258240686,0.40925882582406864
tertiary_share_25_plus,county,5,,,0.3903114186851211,0.3803114186851211,0.4003114186851211
tertiary_share_25_plus,county,6,,,0.33813400125234816,0.32813400125234815,0.34813400125234817
tertiary_share_25_plus,county,7,,,0.3680851063829787,0.3580851063829787,0.3780851063829787
tertiary_share_25_plus,county,8,,,0.3726235741444867,0.3626235741444867,0.3826235741444867
tertiary_share_25_plus,county,9,,,0.3625450180072029,0.3525450180072029,0.3725450180072029
tertiary_share_25_plus,county,10,,,0.3741935483870968,0.3641935483870968,0.3841935483870968
tertiary_share_25_plus,county,11,,,0.3664302600472813,0.3564302600472813,0.3764302600472813
tertiary_share_25_plus,county,12,,,0.3805309734513274,0.3705309734513274,0.3905309734513274
tertiary_share_25_plus,county,13,,,0.394774011299435,0.384774011299435,0.404774011299435
tertiary_share_25_plus,county,14,,,0.37447698744769875,0.36447698744769874,0.38447698744769876
tertiary_share_25_plus,county,15,,,0.3600493218249075,0.3500493218249075,0.3700493218249075
tertiary_share_25_plus,county,16,,,0.3339517625231911,0.3239517625231911,0.3439517625231911
tertiary_share_25_plus,county,17,,,0.37312365975696926,0.36312365975696925,0.38312365975696927
tertiary_share_25_plus,nation,0,,,0.38921392694532164,0.37921392694532163,0.39921392694532165
tertiary_share_25_plus,state,0,,,0.4472015439757375,0.4372015439757375,0.45720154397573753
tertiary_share_25_plus,state,1,,,0.3821015707243352,0.3721015707243352,0.3921015707243352
tertiary_share_25_plus,state,2,,,0.38284152748236994,0.3728415274823699,0.39284152748236995
tertiary_share_25_plus,state,3,,,0.33729612198886716,0.32729612198886715,0.34729612198886717
tertiary_share_25_plus,state,4,,,0.39925882582406863,0.3892588258240686,0.40925882582406864
tertiary_share_25_plus,state,5,,,0.3770499097875721,0.36704990978757207,0.3870499097875721
person_years_exposure,county,0,male,0-17,4721.70258025595,4656.2985523265015,4781.2737245947865
person_years_exposure,county,0,male,18-44,5164.314243235902,4998.692183246375,5319.088727532606
person_years_exposure,county,0,male,45-64,4165.608335820436,4036.544740595188,4263.873416343576
person_years_exposure,county,0,male,65-74,1053.1358320368506,995.2783761452246,1103.5581598395295
person_years_exposure,county,0,male,75-84,381.24176744803384,348.70010125148036,409.42254234096407
person_years_exposure,county,0,male,85+,25.019265205578442,18.98479853512717,29.521716788341152
