estimand,level,unit,sex,age_band,estimate,lower,upper
children_under_16,county,0,,,1926.0,1906.74,1945.26
children_under_16,county,1,,,1373.0,1359.27,1386.73
children_under_16,county,2,,,297.0,294.03,299.97
children_under_16,county,3,,,339.0,335.61,342.39
children_under_16,county,4,,,604.0,597.96,610.04
children_under_16,county,5,,,1595.0000000000002,1579.0500000000002,1610.9500000000003
children_under_16,county,6,,,440.0,435.6,444.4
children_under_16,county,7,,,455.0,450.45,459.55
children_under_16,county,8,,,811.9999999999999,803.8799999999999,820.1199999999999
children_under_16,county,9,,,125.99999999999999,124.73999999999998,127.25999999999999
children_under_16,county,10,,,943.0000000000001,933.5700000000002,952.4300000000001
children_under_16,county,11,,,336.0,332.64,339.36
children_under_16,county,12,,,550.0,544.5,555.5
children_under_16,county,13,,,667.0,660.33,673.67
children_under_16,county,14,,,377.0,373.23,380.77
children_under_16,county,15,,,710.0,702.9,717.1
children_under_16,county,16,,,354.0,350.46,357.54
children_under_16,nation,0,,,11904.0,11784.96,12023.04
children_under_16,state,0,,,2593.0,2567.07,2618.93
children_under_16,state,1,,,2205.0,2182.95,2227.05
children_under_16,state,2,,,759.0,751.41,766.59
children_under_16,state,3,,,1151.0,1139.49,1162.51
children_under_16,state,4,,,604.0,597.96,610.04
children_under_16,state,5,,,4592.0,4546.08,4637.92
elders_65_plus,county,0,,,763.0,755.37,770.63
elders_65_plus,county,1,,,550.0,544.5,555.5
elders_65_plus,county,2,,,129.0,127.71,130.29
elders_65_plus,county,3,,,178.0,176.22,179.78
elders_65_plus,county,4,,,243.0,240.57,245.43
elders_65_plus,county,5,,,569.0,563.31,574.69
elders_65_plus,county,6,,,170.0,168.3,171.7
elders_65_plus,county,7,,,164.0,162.36,165.64
elders_65_plus,county,8,,,325.0,321.75,328.25
elders_65_plus,county,9,,,46.0,45.54,46.46
elders_65_plus,county,10,,,365.99999999999994,362.3399999999999,369.65999999999997
elders_65_plus,county,11,,,133.0,131.67,134.33
elders_65_plus,county,12,,,214.0,211.86,216.14
elders_65_plus,county,13,,,314.0,310.86,317.14
elders_65_plus,county,14,,,117.0,115.83,118.17
elders_65_plus,county,15,,,261.0,258.39,263.61
elders_65_plus,county,16,,,143.0,141.57,144.43
elders_65_plus,nation,0,,,4685.0,4638.15,4731.85
elders_65_plus,state,0,,,1077.0,1066.23,1087.77
elders_65_plus,state,1,,,831.0,822.69,839.31
