county,age_band,sex,count
0,0-15,male,797.0
0,0-15,female,829.0
0,16-24,male,272.0
0,16-24,female,261.0
0,25-44,male,643.0
0,25-44,female,654.0
0,45-64,male,763.0
0,45-64,female,774.0
0,65+,male,295.0
0,65+,female,308.0
1,0-15,male,624.0
1,0-15,female,573.0
1,16-24,male,225.0
1,16-24,female,205.0
1,25-44,male,483.0
1,25-44,female,444.0
1,45-64,male,543.0
1,45-64,female,590.0
1,65+,male,208.0
1,65+,female,227.0
2,0-15,male,187.0
2,0-15,female,166.0
2,16-24,male,99.0
2,16-24,female,74.0
2,25-44,male,150.0
2,25-44,female,143.0
2,45-64,male,184.0
2,45-64,female,169.0
2,65+,male,76.0
2,65+,female,71.0
3,0-15,male,517.0
3,0-15,female,499.0
3,16-24,male,207.0
3,16-24,female,198.0
3,25-44,male,437.0
3,25-44,female,388.0
3,45-64,male,549.0
3,45-64,female,587.0
3,65+,male,244.0
3,65+,female,226.0
4,0-15,male,639.0
4,0-15,female,569.0
4,16-24,male,257.0
4,16-24,female,254.0
4,25-44,male,528.0
4,25-44,female,495.0
4,45-64,male,626.0
4,45-64,female,675.0
4,65+,male,229.0
4,65+,female,249.0
5,0-15,male,237.0
5,0-15,female,266.0
5,16-24,male,80.0
5,16-24,female,80.0
5,25-44,male,183.0
5,25-44,female,212.0
5,45-64,male,216.0
5,45-64,female,240.0
5,65+,male,101.0
5,65+,female,90.0
6,0-15,male,654.0
6,0-15,female,623.0
6,16-24,male,232.0
6,16-24,female,234.0
6,25-44,male,550.0
6,25-44,female,518.0
6,45-64,male,633.0
6,45-64,female,656.0
6,65+,male,239.0
6,65+,female,252.0
7,0-15,male,484.0
7,0-15,female,509.0
7,16-24,male,159.0
7,16-24,female,196.0
7,25-44,male,405.0
7,25-44,female,414.0
7,45-64,male,498.0
7,45-64,female,543.0
7,65+,male,206.0
7,65+,female,236.0
8,0-15,male,163.0
8,0-15,female,175.0
8,16-24,male,74.0
8,16-24,female,68.0
8,25-44,male,131.0
8,25-44,female,126.0
8,45-64,male,168.0
8,45-64,female,156.0
8,65+,male,63.0
8,65+,female,68.0
9,0-15,male,471.0
9,0-15,female,441.0
9,16-24,male,156.0
9,16-24,female,153.0
9,25-44,male,350.0
9,25-44,female,377.0
9,45-64,male,444.0
9,45-64,female,472.0
9,65+,male,172.0
9,65+,female,139.0
10,0-15,male,212.0
10,0-15,female,219.0
10,16-24,male,90.0
10,16-24,female,79.0
10,25-44,male,166.0
10,25-44,female,162.0
10,45-64,male,222.0
10,45-64,female,236.0
10,65+,male,94.0
10,65+,female,99.0
11,0-15,male,238.0
11,0-15,female,243.0
11,16-24,male,95.0
11,16-24,female,96.0
11,25-44,male,193.0
11,25-44,female,202.0
11,45-64,male,274.0
11,45-64,female,248.0
11,65+,male,95.0
11,65+,female,114.0
12,0-15,male,331.0
12,0-15,female,364.0
12,16-24,male,138.0
12,16-24,female,148.0
12,25-44,male,245.0
12,25-44,female,276.0
12,45-64,male,306.0
12,45-64,female,312.0
12,65+,male,101.0
12,65+,female,78.0
13,0-15,male,360.0
13,0-15,female,346.0
13,16-24,male,98.0
13,16-24,female,136.0
13,25-44,male,298.0
13,25-44,female,296.0
13,45-64,male,358.0
13,45-64,female,330.0
13,65+,male,136.0
13,65+,female,110.0
14,0-15,male,264.0
14,0-15,female,248.0
14,16-24,male,115.0
14,16-24,female,107.0
14,25-44,male,185.0
14,25-44,female,199.0
14,45-64,male,273.0
14,45-64,female,257.0
14,65+,male,90.0
14,65+,female,102.0
15,0-15,male,159.0
15,0-15,female,185.0
15,16-24,male,54.0
15,16-24,female,70.0
15,25-44,male,120.0
15,25-44,female,146.0
15,45-64,male,200.0
15,45-64,female,214.0
15,65+,male,69.0
15,65+,female,88.0
16,0-15,male,463.0
16,0-15,female,454.0
16,16-24,male,208.0
16,16-24,female,197.0
16,25-44,male,393.0
16,25-44,female,386.0
16,45-64,male,503.0
16,45-64,female,491.0
16,65+,male,254.0
16,65+,female,228.0
17,0-15,male,179.0
17,0-15,female,184.0
17,16-24,male,74.0
17,16-24,female,73.0
17,25-44,male,179.0
17,25-44,female,168.0
17,45-64,male,191.0
17,45-64,female,225.0
17,65+,male,83.0
17,65+,female,75.0
