county,age_band,sex,count
0,0-15,male,1545.43
0,0-15,female,1532.453
0,16-24,male,706.732
0,16-24,female,681.447
0,25-44,male,1387.873
0,25-44,female,1333.415
0,45-64,male,1407.949
0,45-64,female,1443.345
0,65+,male,436.827
0,65+,female,408.647
1,0-15,male,832.611
1,0-15,female,776.447
1,16-24,male,333.233
1,16-24,female,322.127
1,25-44,male,713.747
1,25-44,female,702.769
1,45-64,male,838.407
1,45-64,female,844.638
1,65+,male,305.797
1,65+,female,282.623
2,0-15,male,598.407
2,0-15,female,596.542
2,16-24,male,236.072
2,16-24,female,261.341
2,25-44,male,495.034
2,25-44,female,543.718
2,45-64,male,577.862
2,45-64,female,563.763
2,65+,male,222.507
2,65+,female,203.34
3,0-15,male,1016.758
3,0-15,female,992.817
3,16-24,male,366.108
3,16-24,female,353.985
3,25-44,male,835.888
3,25-44,female,851.272
3,45-64,male,1052.635
3,45-64,female,1040.672
3,65+,male,368.942
3,65+,female,308.761
4,0-15,male,334.887
4,0-15,female,315.257
4,16-24,male,143.227
4,16-24,female,150.144
4,25-44,male,285.952
4,25-44,female,303.492
4,45-64,male,389.363
4,45-64,female,340.492
4,65+,male,115.986
4,65+,female,91.602
5,0-15,male,300.062
5,0-15,female,296.783
5,16-24,male,141.042
5,16-24,female,93.489
5,25-44,male,271.162
5,25-44,female,277.0
5,45-64,male,342.574
5,45-64,female,302.153
5,65+,male,65.365
5,65+,female,89.785
6,0-15,male,187.854
6,0-15,female,206.819
6,16-24,male,71.552
6,16-24,female,71.476
6,25-44,male,163.609
6,25-44,female,159.237
6,45-64,male,231.72
6,45-64,female,228.508
6,65+,male,60.119
6,65+,female,69.056
7,0-15,male,267.971
7,0-15,female,253.346
7,16-24,male,104.625
7,16-24,female,130.759
7,25-44,male,223.572
7,25-44,female,213.362
7,45-64,male,276.762
7,45-64,female,305.358
7,65+,male,104.22
7,65+,female,110.021
8,0-15,male,62.821
8,0-15,female,77.354
8,16-24,male,
8,16-24,female,26.099
8,25-44,male,59.586
8,25-44,female,60.737
8,45-64,male,73.531
8,45-64,female,61.498
8,65+,male,29.111
8,65+,female,24.799
9,0-15,male,232.434
9,0-15,female,213.724
9,16-24,male,73.132
9,16-24,female,79.725
9,25-44,male,169.124
9,25-44,female,198.073
9,45-64,male,295.476
9,45-64,female,278.904
9,65+,male,87.19
9,65+,female,87.291
10,0-15,male,234.965
10,0-15,female,246.501
10,16-24,male,113.217
10,16-24,female,89.314
10,25-44,male,217.999
10,25-44,female,198.76
10,45-64,male,287.962
10,45-64,female,278.989
10,65+,male,78.78
10,65+,female,99.303
11,0-15,male,458.088
11,0-15,female,415.562
11,16-24,male,149.97
11,16-24,female,157.212
11,25-44,male,369.004
11,25-44,female,369.054
11,45-64,male,423.561
11,45-64,female,418.787
11,65+,male,123.888
11,65+,female,123.997
12,0-15,male,359.309
12,0-15,female,354.53
12,16-24,male,166.854
12,16-24,female,155.547
12,25-44,male,274.568
12,25-44,female,317.014
12,45-64,male,351.473
12,45-64,female,374.03
12,65+,male,95.335
12,65+,female,99.188
13,0-15,male,153.561
13,0-15,female,135.345
13,16-24,male,69.716
13,16-24,female,83.143
13,25-44,male,131.522
13,25-44,female,134.031
13,45-64,male,212.167
13,45-64,female,171.744
13,65+,male,47.18
13,65+,female,44.836
14,0-15,male,226.048
14,0-15,female,252.869
14,16-24,male,79.71
14,16-24,female,92.425
14,25-44,male,237.817
14,25-44,female,202.695
14,45-64,male,288.617
14,45-64,female,250.351
14,65+,male,103.842
14,65+,female,82.625
15,0-15,male,183.102
15,0-15,female,170.94
15,16-24,male,79.473
15,16-24,female,89.502
15,25-44,male,178.669
15,25-44,female,155.134
15,45-64,male,192.884
15,45-64,female,232.291
15,65+,male,62.237
15,65+,female,61.216
16,0-15,male,451.21
16,0-15,female,447.609
16,16-24,male,163.659
16,16-24,female,199.134
16,25-44,male,476.64
16,25-44,female,403.031
16,45-64,male,553.726
16,45-64,female,500.498
16,65+,male,168.271
16,65+,female,163.304
17,0-15,male,1058.462
17,0-15,female,1024.731
17,16-24,male,428.903
17,16-24,female,490.606
17,25-44,male,882.762
17,25-44,female,905.825
17,45-64,male,1043.609
17,45-64,female,1100.644
17,65+,male,280.621
17,65+,female,317.062
