county,age_band,sex,count
0,0-15,male,812.94
0,0-15,female,845.596
0,16-24,male,278.493
0,16-24,female,267.293
0,25-44,male,661.503
0,25-44,female,667.662
0,45-64,male,782.456
0,45-64,female,788.348
0,65+,male,297.735
0,65+,female,310.958
1,0-15,male,639.599
1,0-15,female,589.771
1,16-24,male,229.529
1,16-24,female,210.182
1,25-44,male,490.241
1,25-44,female,452.613
1,45-64,male,553.108
1,45-64,female,602.781
1,65+,male,214.143
1,65+,female,233.476
2,0-15,male,187.022
2,0-15,female,164.695
2,16-24,male,99.017
2,16-24,female,73.561
2,25-44,male,149.766
2,25-44,female,141.673
2,45-64,male,185.058
2,45-64,female,167.508
2,65+,male,76.497
2,65+,female,70.37
3,0-15,male,534.673
3,0-15,female,519.47
3,16-24,male,213.222
3,16-24,female,205.076
3,25-44,male,453.552
3,25-44,female,398.612
3,45-64,male,564.274
3,45-64,female,601.725
3,65+,male,248.752
3,65+,female,232.443
4,0-15,male,661.049
4,0-15,female,588.818
4,16-24,male,264.177
4,16-24,female,261.123
4,25-44,male,549.358
4,25-44,female,509.693
4,45-64,male,637.695
4,45-64,female,691.443
4,65+,male,233.517
4,65+,female,255.905
5,0-15,male,237.998
5,0-15,female,267.605
5,16-24,male,79.692
5,16-24,female,81.73
5,25-44,male,180.364
5,25-44,female,213.003
5,45-64,male,217.704
5,45-64,female,238.851
5,65+,male,101.979
5,65+,female,90.76
6,0-15,male,673.275
6,0-15,female,635.667
6,16-24,male,237.702
6,16-24,female,236.685
6,25-44,male,567.693
6,25-44,female,529.046
6,45-64,male,645.848
6,45-64,female,664.973
6,65+,male,244.721
6,65+,female,255.907
7,0-15,male,496.962
7,0-15,female,527.584
7,16-24,male,163.311
7,16-24,female,203.027
7,25-44,male,416.865
7,25-44,female,425.063
7,45-64,male,508.233
7,45-64,female,553.83
7,65+,male,208.006
7,65+,female,249.742
8,0-15,male,159.506
8,0-15,female,174.856
8,16-24,male,72.533
8,16-24,female,66.424
8,25-44,male,130.4
8,25-44,female,123.326
8,45-64,male,163.652
8,45-64,female,153.229
8,65+,male,62.232
8,65+,female,66.288
9,0-15,male,478.553
9,0-15,female,447.057
9,16-24,male,159.208
9,16-24,female,154.117
9,25-44,male,358.756
9,25-44,female,382.229
9,45-64,male,446.036
9,45-64,female,483.484
9,65+,male,175.388
9,65+,female,141.767
10,0-15,male,210.483
10,0-15,female,219.723
10,16-24,male,88.849
10,16-24,female,78.667
10,25-44,male,166.09
10,25-44,female,159.015
10,45-64,male,221.756
10,45-64,female,234.756
10,65+,male,92.805
10,65+,female,97.88
11,0-15,male,242.087
11,0-15,female,244.199
11,16-24,male,95.991
11,16-24,female,97.011
11,25-44,male,195.652
11,25-44,female,202.833
11,45-64,male,275.764
11,45-64,female,248.032
11,65+,male,96.893
11,65+,female,115.206
12,0-15,male,340.945
12,0-15,female,376.66
12,16-24,male,140.828
12,16-24,female,152.03
12,25-44,male,244.595
12,25-44,female,278.253
12,45-64,male,309.447
12,45-64,female,317.36
12,65+,male,102.016
12,65+,female,77.56
13,0-15,male,366.427
13,0-15,female,351.226
13,16-24,male,101.122
13,16-24,female,138.801
13,25-44,male,300.623
13,25-44,female,300.675
13,45-64,male,361.406
13,45-64,female,333.678
13,65+,male,136.649
13,65+,female,110.156
14,0-15,male,264.496
14,0-15,female,250.314
14,16-24,male,116.36
14,16-24,female,107.196
14,25-44,male,188.528
14,25-44,female,199.782
14,45-64,male,271.696
14,45-64,female,259.239
14,65+,male,89.767
14,65+,female,100.952
15,0-15,male,160.545
15,0-15,female,185.06
15,16-24,male,52.175
15,16-24,female,71.523
15,25-44,male,117.179
15,25-44,female,145.745
15,45-64,male,200.331
15,45-64,female,214.348
15,65+,male,68.35
15,65+,female,88.699
16,0-15,male,477.604
16,0-15,female,475.639
16,16-24,male,215.242
16,16-24,female,202.005
16,25-44,male,399.546
16,25-44,female,402.652
16,45-64,male,515.351
16,45-64,female,501.885
16,65+,male,260.955
16,65+,female,236.499
17,0-15,male,175.837
17,0-15,female,184.059
17,16-24,male,72.547
17,16-24,female,72.548
17,25-44,male,178.291
17,25-44,female,166.125
17,45-64,male,191.184
17,45-64,female,223.531
17,65+,male,81.595
17,65+,female,73.432
