estimand,level,unit,estimate,lower,upper
children_under_16,county,0,800.9244756363314,792.9152308799681,808.9337203926947
children_under_16,county,1,1534.9228094538566,1519.573581359318,1550.2720375483952
children_under_16,county,2,1186.2789482421122,1174.4161587596911,1198.1417377245332
children_under_16,county,3,599.0569555958095,593.0663860398514,605.0475251517677
children_under_16,county,4,890.642392481325,881.7359685565118,899.5488164061383
children_under_16,county,5,635.85794744217,629.4993679677483,642.2165269165918
children_under_16,county,6,960.9876747698338,951.3777980221355,970.5975515175321
children_under_16,county,7,724.521488032978,717.2762731526483,731.7667029133078
children_under_16,county,8,745.8927525164046,738.4338249912405,753.3516800415687
children_under_16,county,9,851.9350991604609,843.4157481688563,860.4544501520655
children_under_16,county,10,246.3700699422088,243.90636924278672,248.83377064163088
children_under_16,county,11,497.1667119503938,492.19504483088986,502.1383790698977
children_under_16,county,12,136.23072942165794,134.86842212744136,137.59303671587452
children_under_16,county,13,279.0086355160928,276.21854916093184,281.79872187125375
children_under_16,county,14,109.72648854264449,108.62922365721805,110.82375342807093
children_under_16,county,15,588.8973064664713,583.0083334018066,594.786279531136
children_under_16,county,16,206.58166539899472,204.51584874500477,208.64748205298466
children_under_16,nation,0,10995.002150569746,10885.052129064048,11104.952172075444
children_under_16,state,0,2644.035632344228,2617.5952760207856,2670.47598866767
children_under_16,state,1,2466.0259628858294,2441.365703256971,2490.686222514688
children_under_16,state,2,1929.8157301347148,1910.5175728333677,1949.113887436062
children_under_16,state,3,599.0569555958095,593.0663860398514,605.0475251517677
children_under_16,state,4,1742.5774916417859,1725.151716725368,1760.0032665582037
children_under_16,state,5,1613.4903779673787,1597.3554741877049,1629.6252817470524
elders_65_plus,county,0,292.223958548254,289.3017189627715,295.14619813373656
elders_65_plus,county,1,625.5683885420278,619.3127046566076,631.8240724274481
elders_65_plus,county,2,501.16820210709164,496.15652008602075,506.17988412816254
elders_65_plus,county,3,227.9651152650617,225.6854641124111,230.24476641771233
elders_65_plus,county,4,355.4063966244766,351.85233265823183,358.96046059072137
elders_65_plus,county,5,319.6766092617568,316.47984316913926,322.8733753543744
elders_65_plus,county,6,419.596651534438,415.40068501909366,423.7926180497824
elders_65_plus,county,7,364.51337581824606,360.8682420600636,368.1585095764285
elders_65_plus,county,8,356.36068459757075,352.79707775159505,359.92429144354645
elders_65_plus,county,9,372.7134860001438,368.98635114014235,376.44062086014526
elders_65_plus,county,10,145.32809167520247,143.87481075845045,146.7813725919545
elders_65_plus,county,11,233.03149942366002,230.70118442942342,235.36181441789662
elders_65_plus,county,12,50.55534650456635,50.04979303952069,51.06089996961202
elders_65_plus,county,13,151.46133002886376,149.94671672857513,152.9759433291524
elders_65_plus,county,14,67.85188044374186,67.17336163930445,68.53039924817928
elders_65_plus,county,15,230.01209590192215,227.71197494290294,232.31221686094136
elders_65_plus,county,16,104.56315599096504,103.51752443105539,105.6087875508747
elders_65_plus,nation,0,4817.996268267989,4769.816305585309,4866.1762309506685
elders_65_plus,state,0,1118.7366411848293,1107.549274772981,1129.9240075966775
elders_65_plus,state,1,1094.6449203512389,1083.6984711477264,1105.5913695547513
elders_65_plus,state,2,879.5277932059541,870.7325152738946,888.3230711380137
elders_65_plus,state,3,227.9651152650617,225.6854641124111,230.24476641771233
elders_65_plus,state,4,728.1198826246205,720.8386837983743,735.4010814508666
elders_65_plus,state,5,769.0019156362846,761.3118964799218,776.6919347926474
households,county,0,1808.8533604887984,1790.7648268839105,1826.9418940936864
households,county,1,3469.1382382892057,3434.4468559063134,3503.829620672098
households,county,2,2674.2381619144603,2647.495780295316,2700.9805435336048
households,county,3,1326.153385947047,1312.8918520875764,1339.4149198065174
households,county,4,2007.881364562118,1987.8025509164968,2027.9601782077393
households,county,5,1612.914714867617,1596.785567718941,1629.0438620162931
households,county,6,2207.822301425662,2185.744078411405,2229.9005244399186
households,county,7,1854.5567718940936,1836.0112041751527,1873.1023396130345
households,county,8,1953.2752036659879,1933.742451629328,1972.8079557026479
households,county,9,2234.9231160896134,2212.5738849287172,2257.2723472505095
households,county,10,737.0819755600814,729.7111558044807,744.4527953156822
households,county,11,1380.8946028513237,1367.0856568228105,1394.703548879837
households,county,12,370.81530040733196,367.10714740325864,374.5234534114053
households,county,13,862.561099796334,853.9354887983707,871.1867107942974
households,county,14,298.3935845213849,295.40964867617106,301.3775203665988
households,county,15,1503.4447556008147,1488.4103080448065,1518.479203156823
households,county,16,542.2659114052954,536.8432522912424,547.6885705193483
households,nation,0,26845.213849287175,26576.761710794304,27113.665987780045
households,state,0,6340.76616598778,6277.358504327903,6404.173827647658
households,state,1,5865.960921588594,5807.301312372708,5924.62053080448
households,state,2,4792.214740325866,4744.292592922608,4840.136887729124
households,state,3,1326.153385947047,1312.8918520875764,1339.4149198065174
households,state,4,4242.804480651732,4200.3764358452145,4285.232525458249
households,state,5,4277.3141547861505,4234.541013238289,4320.087296334012
