estimand,level,unit,sex,age_band,estimate,lower,upper
children_under_16,county,0,,,1747.6998372755547,1286.3782749161946,2209.021399634915
children_under_16,county,1,,,1348.2708377807862,992.9793647647625,1703.56231079681
children_under_16,county,2,,,483.1860394793538,348.293353452486,618.0787255062216
children_under_16,county,3,,,1326.6421356296144,985.5965662524957,1667.687705006733
children_under_16,county,4,,,1648.691520571768,1237.1406406441213,2060.2424004994145
children_under_16,county,5,,,694.560045293534,517.4686732546786,871.6514173323894
children_under_16,county,6,,,1795.589236522632,1337.7694070223504,2253.409066022914
children_under_16,county,7,,,1351.618440843303,1014.2237543815302,1689.0131273050758
children_under_16,county,8,,,446.6613173129583,335.1644994570386,558.1581351688781
children_under_16,county,9,,,973.2750901846199,716.3701139220259,1230.180066447214
children_under_16,county,10,,,575.1675362182634,431.5926450498104,718.7424273867164
children_under_16,county,11,,,644.2613056764333,483.43903908133507,805.0835722715315
children_under_16,county,12,,,971.5100988640477,700.2903283607259,1242.7298693673695
children_under_16,county,13,,,749.8389268411481,551.911995756995,947.7658579253012
children_under_16,county,14,,,687.0603148505271,515.5544427016615,858.5661869993927
children_under_16,county,15,,,470.3406059090336,339.0340231548251,601.6471886632421
children_under_16,county,16,,,1283.6220367084074,956.3380398814193,1610.9060335353956
children_under_16,county,17,,,481.2628698100108,361.1287179232312,601.3970216967904
children_under_16,nation,0,,,17679.258195771996,16795.446768800284,18563.069622743707
children_under_16,state,0,,,3470.813854301322,3115.496822054631,3826.1308865480128
children_under_16,state,1,,,1348.2708377807862,1211.7914971651958,1484.7501783963767
children_under_16,state,2,,,1925.036744252435,1661.4860216110378,2188.5874668938322
children_under_16,state,3,,,1326.6421356296144,1216.4997736739347,1436.784497585294
children_under_16,state,4,,,5834.7233052832635,5508.959100133771,6160.487510432756
children_under_16,state,5,,,3773.7713185245734,3485.9990091229624,4061.5436279261844
elders_65_plus,county,0,,,641.5796164313756,472.2287332205444,810.9304996422068
elders_65_plus,county,1,,,494.509606303276,364.1982166916355,624.8209959149165
elders_65_plus,county,2,,,173.9097268795986,125.35875837424629,222.4606953849509
elders_65_plus,county,3,,,663.1872563305218,492.698871132693,833.6756415283505
elders_65_plus,county,4,,,727.0634573006237,545.5718914851232,908.5550231161242
elders_65_plus,county,5,,,240.13510550434603,178.90806603292395,301.3621449757681
elders_65_plus,county,6,,,629.2379060006497,468.8016631335296,789.6741488677698
elders_65_plus,county,7,,,671.5317823242253,503.90218487286546,839.1613797755851
elders_65_plus,county,8,,,192.72216459372078,144.61433154524363,240.82999764219792
elders_65_plus,county,9,,,327.8965073310432,241.34518665921746,414.44782800286896
elders_65_plus,county,10,,,288.1567687929171,216.22628921314407,360.0872483726901
elders_65_plus,county,11,,,312.80726542458234,234.7234615553164,390.8910692938483
elders_65_plus,county,12,,,213.43565801293158,153.8501012069044,273.02121481895875
elders_65_plus,county,13,,,258.04849349626386,189.93420313290875,326.16278385961897
elders_65_plus,county,14,,,286.66706287334137,215.10844775358703,358.2256779930957
elders_65_plus,county,15,,,186.21419067980736,134.22814326795563,238.2002380916591
elders_65_plus,county,16,,,617.4225185608069,459.9988347763334,774.8462023452804
elders_65_plus,county,17,,,234.29548190348396,175.8100038517677,292.7809599552002
elders_65_plus,nation,0,,,7158.820568743516,6803.842301498997,7513.798835988035
elders_65_plus,state,0,,,1227.5246172586826,1101.8594498589432,1353.189784658422
elders_65_plus,state,1,,,494.509606303276,444.45264214952067,544.5665704570313
elders_65_plus,state,2,,,573.5595755723376,495.035339049941,652.0838120947343
elders_65_plus,state,3,,,663.1872563305218,608.127184839212,718.2473278218316
elders_65_plus,state,4,,,2713.2439832128944,2561.758176033717,2864.7297903920717
elders_65_plus,state,5,,,1486.7955300658027,1373.4186062456527,1600.1724538859528
households,county,0,,,2819.153638964966,2064.2932115146605,3574.0140664152714
households,county,1,,,1972.3950846170417,1449.2427133734705,2495.547455860613
households,county,2,,,762.7102704416864,554.1547610458922,971.2657798374805
households,county,3,,,2338.2726725325215,1711.4492658439233,2965.09607922112
households,county,4,,,3040.5487156567942,2264.792577340936,3816.3048539726524
households,county,5,,,917.7133015364841,671.6601688704912,1163.7664342024768
households,county,6,,,2485.869873156183,1819.3697051123875,3152.370041199979
households,county,7,,,2364.917363229453,1761.5397058717388,2968.2950205871666
households,county,8,,,848.5804125361589,632.0762465315928,1065.0845785407248
households,county,9,,,1798.5653470949414,1316.979034117741,2280.1516600721416
households,county,10,,,1017.9988574351614,758.269796562914,1277.7279183074088
households,county,11,,,1147.947078892069,855.0634331452791,1440.8307246388588
households,county,12,,,1191.399549553744,865.6232363447849,1517.1758627627032
households,county,13,,,1369.991398782911,1003.1606313515223,1736.8221662142996
households,county,14,,,1369.2757564178955,1019.9230005753304,1718.6285122604606
households,county,15,,,736.4100680365357,535.0460864362731,937.7740496367983
households,county,16,,,2189.9433134368423,1602.7856338762203,2777.1009929974643
households,county,17,,,984.5021001452465,733.3192976991579,1235.684902591335
households,nation,0,,,29356.194802466634,27702.52467795872,31009.864926974547
households,state,0,,,5987.710384842818,5318.214424545825,6657.206345139811
households,state,1,,,1972.3950846170417,1764.0628443056382,2180.7273249284453
households,state,2,,,2690.519888031966,2354.7418625427604,3026.2979135211713
households,state,3,,,2338.2726725325215,2075.0966194356192,2601.4487256294237
households,state,4,,,10773.770284312777,9946.18377084035,11601.356797785205
households,state,5,,,5593.52648812951,4963.376365110082,6223.676611148938
low_income_household_share,county,0,,,0.274058744583911,0.07381993667202141,0.4742975524958006
low_income_household_share,county,1,,,0.31988841456705985,0.17599475023395403,0.46378207890016565
low_income_household_share,county,2,,,0.2540183468539026,0.13071619892931224,0.377320494778493
low_income_household_share,county,3,,,0.2953617959197721,0.1396949031780167,0.45102868866152745
