county,age_band,sex,count
0,0-15,male,476.991
0,0-15,female,484.314
0,16-24,male,302.735
0,16-24,female,343.65
0,25-44,male,563.052
0,25-44,female,551.9
0,45-64,male,539.032
0,45-64,female,495.791
0,65+,male,191.785
0,65+,female,155.77
1,0-15,male,831.324
1,0-15,female,835.876
1,16-24,male,362.442
1,16-24,female,392.701
1,25-44,male,898.187
1,25-44,female,894.704
1,45-64,male,1094.671
1,45-64,female,1075.029
1,65+,male,321.129
1,65+,female,357.193
2,0-15,male,661.79
2,0-15,female,740.936
2,16-24,male,390.393
2,16-24,female,374.521
2,25-44,male,776.9
2,25-44,female,752.523
2,45-64,male,874.069
2,45-64,female,836.435
2,65+,male,311.79
2,65+,female,278.827
3,0-15,male,311.013
3,0-15,female,258.643
3,16-24,male,147.747
3,16-24,female,119.584
3,25-44,male,338.519
3,25-44,female,323.451
3,45-64,male,329.078
3,45-64,female,352.343
3,65+,male,106.103
3,65+,female,110.09
4,0-15,male,518.47
4,0-15,female,518.352
4,16-24,male,315.149
4,16-24,female,266.282
4,25-44,male,565.341
4,25-44,female,575.122
4,45-64,male,660.163
4,45-64,female,643.238
4,65+,male,212.027
4,65+,female,203.438
5,0-15,male,375.406
5,0-15,female,366.711
5,16-24,male,198.462
5,16-24,female,252.339
5,25-44,male,442.007
5,25-44,female,430.994
5,45-64,male,545.666
5,45-64,female,589.939
5,65+,male,182.005
5,65+,female,184.413
6,0-15,male,545.422
6,0-15,female,576.463
6,16-24,male,315.449
6,16-24,female,276.789
6,25-44,male,608.223
6,25-44,female,580.813
6,45-64,male,748.637
6,45-64,female,693.969
6,65+,male,238.859
6,65+,female,243.804
7,0-15,male,395.971
7,0-15,female,406.51
7,16-24,male,176.423
7,16-24,female,198.895
7,25-44,male,407.068
7,25-44,female,456.798
7,45-64,male,620.896
7,45-64,female,645.924
7,65+,male,199.58
7,65+,female,204.275
8,0-15,male,434.329
8,0-15,female,437.926
8,16-24,male,261.508
8,16-24,female,223.073
8,25-44,male,453.38
8,25-44,female,457.109
8,45-64,male,597.907
8,45-64,female,567.104
8,65+,male,205.202
8,65+,female,211.357
9,0-15,male,512.96
9,0-15,female,515.38
9,16-24,male,268.285
9,16-24,female,250.469
9,25-44,male,610.048
9,25-44,female,578.282
9,45-64,male,736.707
9,45-64,female,689.856
9,65+,male,225.774
9,65+,female,232.087
10,0-15,male,118.859
10,0-15,female,151.938
10,16-24,male,63.905
10,16-24,female,84.042
10,25-44,male,137.054
10,25-44,female,154.851
10,45-64,male,215.985
10,45-64,female,217.347
10,65+,male,78.831
10,65+,female,77.604
11,0-15,male,263.307
11,0-15,female,282.964
11,16-24,male,163.965
11,16-24,female,152.314
11,25-44,male,325.372
11,25-44,female,305.61
11,45-64,male,407.491
11,45-64,female,390.213
11,65+,male,122.76
11,65+,female,134.352
12,0-15,male,87.221
12,0-15,female,62.232
12,16-24,male,28.411
12,16-24,female,49.52
12,25-44,male,82.668
12,25-44,female,77.708
12,45-64,male,109.454
12,45-64,female,107.155
12,65+,male,24.179
12,65+,female,34.079
13,0-15,male,154.513
13,0-15,female,158.032
13,16-24,male,87.304
13,16-24,female,106.708
13,25-44,male,187.716
13,25-44,female,193.799
13,45-64,male,280.684
13,45-64,female,243.227
13,65+,male,81.944
13,65+,female,86.758
14,0-15,male,65.459
14,0-15,female,55.289
14,16-24,male,26.167
14,16-24,female,26.145
14,25-44,male,57.094
14,25-44,female,53.342
14,45-64,male,86.646
14,45-64,female,86.836
14,65+,male,38.212
14,65+,female,41.932
15,0-15,male,342.687
15,0-15,female,359.921
15,16-24,male,190.909
15,16-24,female,204.525
15,25-44,male,377.853
15,25-44,female,411.338
15,45-64,male,441.837
15,45-64,female,497.805
15,65+,male,127.149
15,65+,female,138.264
16,0-15,male,113.305
16,0-15,female,117.993
16,16-24,male,57.583
16,16-24,female,57.561
16,25-44,male,88.459
16,25-44,female,110.12
16,45-64,male,185.348
16,45-64,female,172.299
16,65+,male,52.28
16,65+,female,60.657
