county,age_band,sex,count
0,0-15,male,924.442
0,0-15,female,958.01
0,16-24,male,544.128
0,16-24,female,557.362
0,25-44,male,1014.507
0,25-44,female,1100.126
0,45-64,male,1227.276
0,45-64,female,1254.849
0,65+,male,443.029
0,65+,female,469.664
1,0-15,male,919.291
1,0-15,female,954.898
1,16-24,male,475.734
1,16-24,female,506.314
1,25-44,male,1015.473
1,25-44,female,1058.232
1,45-64,male,1192.514
1,45-64,female,1242.536
1,65+,male,479.737
1,65+,female,418.618
2,0-15,male,840.201
2,0-15,female,875.843
2,16-24,male,455.037
2,16-24,female,482.941
2,25-44,male,1038.281
2,25-44,female,977.825
2,45-64,male,1296.966
2,45-64,female,1252.289
2,65+,male,462.773
2,65+,female,458.42
3,0-15,male,774.538
3,0-15,female,743.765
3,16-24,male,439.662
3,16-24,female,426.343
3,25-44,male,858.596
3,25-44,female,886.093
3,45-64,male,1099.265
3,45-64,female,1033.874
3,65+,male,435.494
3,65+,female,456.043
4,0-15,male,173.112
4,0-15,female,183.416
4,16-24,male,84.504
4,16-24,female,84.463
4,25-44,male,219.705
4,25-44,female,187.085
4,45-64,male,250.206
4,45-64,female,264.161
4,65+,male,116.896
4,65+,female,113.551
5,0-15,male,127.807
5,0-15,female,145.52
5,16-24,male,90.361
5,16-24,female,59.686
5,25-44,male,175.215
5,25-44,female,161.036
5,45-64,male,271.285
5,45-64,female,262.383
5,65+,male,101.735
5,65+,female,91.676
6,0-15,male,215.541
6,0-15,female,265.522
6,16-24,male,103.482
6,16-24,female,122.806
6,25-44,male,264.7
6,25-44,female,291.913
6,45-64,male,349.331
6,45-64,female,358.471
6,65+,male,156.917
6,65+,female,139.964
7,0-15,male,437.043
7,0-15,female,415.376
7,16-24,male,224.792
7,16-24,female,209.203
7,25-44,male,497.066
7,25-44,female,500.529
7,45-64,male,702.012
7,45-64,female,648.218
7,65+,male,282.102
7,65+,female,258.316
8,0-15,male,218.922
8,0-15,female,222.291
8,16-24,male,128.444
8,16-24,female,123.726
8,25-44,male,265.88
8,25-44,female,258.737
8,45-64,male,348.081
8,45-64,female,308.351
8,65+,male,117.819
8,65+,female,128.479
9,0-15,male,39.511
9,0-15,female,31.243
9,16-24,male,
9,16-24,female,
9,25-44,male,44.306
9,25-44,female,32.569
9,45-64,male,39.947
9,45-64,female,44.619
9,65+,male,
9,65+,female,
10,0-15,male,204.948
10,0-15,female,174.212
10,16-24,male,107.435
10,16-24,female,104.729
10,25-44,male,238.381
10,25-44,female,244.882
10,45-64,male,279.967
10,45-64,female,310.575
10,65+,male,121.941
10,65+,female,102.157
11,0-15,male,38.007
11,0-15,female,58.473
11,16-24,male,23.586
11,16-24,female,38.725
11,25-44,male,33.815
11,25-44,female,51.041
11,45-64,male,90.461
11,45-64,female,75.31
11,65+,male,21.321
11,65+,female,30.124
12,0-15,male,231.522
12,0-15,female,177.572
12,16-24,male,92.557
12,16-24,female,102.821
12,25-44,male,262.614
12,25-44,female,249.895
12,45-64,male,301.88
12,45-64,female,327.097
12,65+,male,132.531
12,65+,female,138.389
13,0-15,male,305.174
13,0-15,female,306.208
13,16-24,male,173.383
13,16-24,female,169.825
13,25-44,male,372.198
13,25-44,female,376.763
13,45-64,male,472.228
13,45-64,female,464.05
13,65+,male,180.317
13,65+,female,139.417
14,0-15,male,206.226
14,0-15,female,212.283
14,16-24,male,117.259
14,16-24,female,113.103
14,25-44,male,231.108
14,25-44,female,221.727
14,45-64,male,299.393
14,45-64,female,350.916
14,65+,male,144.978
14,65+,female,120.379
15,0-15,male,89.018
15,0-15,female,92.257
15,16-24,male,43.64
15,16-24,female,40.223
15,25-44,male,73.414
15,25-44,female,92.425
15,45-64,male,115.351
15,45-64,female,110.877
15,65+,male,41.289
15,65+,female,39.172
16,0-15,male,78.929
16,0-15,female,86.675
16,16-24,male,51.546
16,16-24,female,41.371
16,25-44,male,109.49
16,25-44,female,93.599
16,45-64,male,114.286
16,45-64,female,99.674
16,65+,male,46.941
16,65+,female,49.328
17,0-15,male,223.319
17,0-15,female,260.035
17,16-24,male,125.714
17,16-24,female,125.679
17,25-44,male,234.738
17,25-44,female,262.256
17,45-64,male,300.538
17,45-64,female,309.772
17,65+,male,108.23
17,65+,female,109.372
