county,age_band,sex,count
0,0-15,male,2044.0
0,0-15,female,2119.0
0,16-24,male,920.0
0,16-24,female,965.0
0,25-44,male,1997.0
0,25-44,female,1993.0
0,45-64,male,2329.0
0,45-64,female,2406.0
0,65+,male,869.0
0,65+,female,877.0
1,0-15,male,201.0
1,0-15,female,210.0
1,16-24,male,94.0
1,16-24,female,115.0
1,25-44,male,229.0
1,25-44,female,204.0
1,45-64,male,248.0
1,45-64,female,247.0
1,65+,male,99.0
1,65+,female,95.0
2,0-15,male,579.0
2,0-15,female,608.0
2,16-24,male,241.0
2,16-24,female,261.0
2,25-44,male,542.0
2,25-44,female,564.0
2,45-64,male,624.0
2,45-64,female,689.0
2,65+,male,245.0
2,65+,female,245.0
3,0-15,male,232.0
3,0-15,female,250.0
3,16-24,male,112.0
3,16-24,female,95.0
3,25-44,male,236.0
3,25-44,female,231.0
3,45-64,male,344.0
3,45-64,female,334.0
3,65+,male,139.0
3,65+,female,124.0
4,0-15,male,374.0
4,0-15,female,353.0
4,16-24,male,167.0
4,16-24,female,179.0
4,25-44,male,343.0
4,25-44,female,372.0
4,45-64,male,455.0
4,45-64,female,415.0
4,65+,male,208.0
4,65+,female,180.0
5,0-15,male,213.0
5,0-15,female,240.0
5,16-24,male,106.0
5,16-24,female,95.0
5,25-44,male,250.0
5,25-44,female,231.0
5,45-64,male,336.0
5,45-64,female,350.0
5,65+,male,129.0
5,65+,female,132.0
6,0-15,male,334.0
6,0-15,female,316.0
6,16-24,male,136.0
6,16-24,female,145.0
6,25-44,male,330.0
6,25-44,female,280.0
6,45-64,male,386.0
6,45-64,female,412.0
6,65+,male,136.0
6,65+,female,151.0
7,0-15,male,141.0
7,0-15,female,161.0
7,16-24,male,69.0
7,16-24,female,69.0
7,25-44,male,165.0
7,25-44,female,152.0
7,45-64,male,201.0
7,45-64,female,186.0
7,65+,male,74.0
7,65+,female,74.0
8,0-15,male,259.0
8,0-15,female,251.0
8,16-24,male,125.0
8,16-24,female,117.0
8,25-44,male,203.0
8,25-44,female,218.0
8,45-64,male,305.0
8,45-64,female,349.0
8,65+,male,146.0
8,65+,female,117.0
9,0-15,male,122.0
9,0-15,female,124.0
9,16-24,male,43.0
9,16-24,female,54.0
9,25-44,male,102.0
9,25-44,female,101.0
9,45-64,male,173.0
9,45-64,female,151.0
9,65+,male,67.0
9,65+,female,64.0
10,0-15,male,484.0
10,0-15,female,446.0
10,16-24,male,219.0
10,16-24,female,245.0
10,25-44,male,450.0
10,25-44,female,472.0
10,45-64,male,601.0
10,45-64,female,582.0
10,65+,male,236.0
10,65+,female,204.0
11,0-15,male,100.0
11,0-15,female,102.0
11,16-24,male,45.0
11,16-24,female,38.0
11,25-44,male,105.0
11,25-44,female,96.0
11,45-64,male,139.0
11,45-64,female,137.0
11,65+,male,59.0
11,65+,female,50.0
12,0-15,male,171.0
12,0-15,female,163.0
12,16-24,male,89.0
12,16-24,female,94.0
12,25-44,male,168.0
12,25-44,female,168.0
12,45-64,male,235.0
12,45-64,female,224.0
12,65+,male,80.0
12,65+,female,94.0
13,0-15,male,404.0
13,0-15,female,391.0
13,16-24,male,200.0
13,16-24,female,193.0
13,25-44,male,373.0
13,25-44,female,403.0
13,45-64,male,535.0
13,45-64,female,526.0
13,65+,male,213.0
13,65+,female,188.0
14,0-15,male,205.0
14,0-15,female,231.0
14,16-24,male,69.0
14,16-24,female,92.0
14,25-44,male,207.0
14,25-44,female,196.0
14,45-64,male,278.0
14,45-64,female,283.0
14,65+,male,145.0
14,65+,female,159.0
15,0-15,male,52.0
15,0-15,female,38.0
15,16-24,male,20.0
15,16-24,female,24.0
15,25-44,male,30.0
15,25-44,female,33.0
15,45-64,male,47.0
15,45-64,female,53.0
15,65+,male,22.0
15,65+,female,20.0
16,0-15,male,259.0
16,0-15,female,266.0
16,16-24,male,104.0
16,16-24,female,131.0
16,25-44,male,227.0
16,25-44,female,253.0
16,45-64,male,307.0
16,45-64,female,326.0
16,65+,male,120.0
16,65+,female,127.0
17,0-15,male,183.0
17,0-15,female,213.0
17,16-24,male,92.0
17,16-24,female,87.0
17,25-44,male,193.0
17,25-44,female,196.0
17,45-64,male,257.0
17,45-64,female,285.0
17,65+,male,88.0
17,65+,female,88.0
