estimand,level,unit,sex,age_band,estimate,lower,upper
children_under_16,county,0,,,4163.0,4121.37,4204.63
children_under_16,county,1,,,411.00000000000006,406.89000000000004,415.11000000000007
children_under_16,county,2,,,1187.0,1175.13,1198.87
children_under_16,county,3,,,482.0,477.18,486.82
children_under_16,county,4,,,727.0,719.73,734.27
children_under_16,county,5,,,453.00000000000006,448.4700000000001,457.53000000000003
children_under_16,county,6,,,650.0,643.5,656.5
children_under_16,county,7,,,302.0,298.98,305.02
children_under_16,county,8,,,510.00000000000006,504.90000000000003,515.1
children_under_16,county,9,,,246.00000000000003,243.54000000000002,248.46000000000004
children_under_16,county,10,,,930.0000000000001,920.7000000000002,939.3000000000001
children_under_16,county,11,,,202.0,199.98,204.02
children_under_16,county,12,,,334.0,330.66,337.34
children_under_16,county,13,,,795.0,787.05,802.95
children_under_16,county,14,,,436.0,431.64,440.36
children_under_16,county,15,,,90.0,89.1,90.9
children_under_16,county,16,,,525.0,519.75,530.25
children_under_16,county,17,,,396.0,392.04,399.96
children_under_16,nation,0,,,12839.0,12710.61,12967.39
children_under_16,state,0,,,5093.0,5042.07,5143.93
children_under_16,state,1,,,1206.0,1193.94,1218.06
children_under_16,state,2,,,1837.0,1818.63,1855.37
children_under_16,state,3,,,1314.0,1300.86,1327.14
children_under_16,state,4,,,1252.0,1239.48,1264.52
children_under_16,state,5,,,2137.0,2115.63,2158.37
elders_65_plus,county,0,,,1746.0,1728.54,1763.46
elders_65_plus,county,1,,,194.0,192.06,195.94
elders_65_plus,county,2,,,490.0,485.1,494.9
elders_65_plus,county,3,,,263.0,260.37,265.63
elders_65_plus,county,4,,,388.0,384.12,391.88
elders_65_plus,county,5,,,261.0,258.39,263.61
elders_65_plus,county,6,,,287.0,284.13,289.87
elders_65_plus,county,7,,,148.0,146.52,149.48
elders_65_plus,county,8,,,263.0,260.37,265.63
elders_65_plus,county,9,,,131.0,129.69,132.31
elders_65_plus,county,10,,,440.0,435.6,444.4
elders_65_plus,county,11,,,109.0,107.91,110.09
elders_65_plus,county,12,,,174.0,172.26,175.74
elders_65_plus,county,13,,,401.0,396.99,405.01
elders_65_plus,county,14,,,304.0,300.96,307.04
elders_65_plus,county,15,,,42.0,41.58,42.42
elders_65_plus,county,16,,,247.0,244.53,249.47
elders_65_plus,county,17,,,176.0,174.24,177.76
elders_65_plus,nation,0,,,6064.0,6003.36,6124.64
elders_65_plus,state,0,,,2186.0,2164.14,2207.86
elders_65_plus,state,1,,,595.0,589.05,600.95
elders_65_plus,state,2,,,777.0,769.23,784.77
elders_65_plus,state,3,,,743.0,735.57,750.43
elders_65_plus,state,4,,,635.0,628.65,641.35
elders_65_plus,state,5,,,1128.0,1116.72,1139.28
households,county,0,,,7863.000000000001,7784.370000000001,7941.630000000001
households,county,1,,,884.0,875.16,892.84
households,county,2,,,2386.0,2362.14,2409.86
households,county,3,,,1213.0,1200.87,1225.13
households,county,4,,,1555.0,1539.45,1570.55
households,county,5,,,1255.0,1242.45,1267.55
